"reviewId","userName","userImage","content","score","thumbsUpCount","reviewCreatedVersion","at","replyContent","repliedAt","appVersion","sortOrder","appId","sentiment"
"e87bab7a-b918-4eff-9f24-d414cdfca2b1","Gustavo R","https://play-lh.googleusercontent.com/a/ACg8ocJmFtgNb2h_USoyYHhR6zsS_RHHAhQdeJhtPy_qwHDnZHpKZw-A=mo","Minha experiência com o Ifood tem sido negativa. Meus pedidos SEMPRE chegam com 1 hora de atraso pode ser de semana, fim de semana, sem chuva, 2 horas de espera, sem contar os cancelamentos e demora para o reembolso. O atendimento automático não resolve nada, sempre a mesma história de que estão melhorando e nada. Essa logística não fecha. Logo, para apaziguar, mandam um cupom de 8 reais que mal cobre os aumentos nas taxas de entrega, taxa essa que nem é repassada aos motoboys!","1","2","10.93.0","2025-10-28 18:59:59","","","10.93.0","most_relevant","br.com.brainweb.ifood","0"
"238318ad-bbdc-4027-b104-3818e1e5b801","Antônio Fernando","https://play-lh.googleusercontent.com/a/ACg8ocLyPOnaS1nrRuRFHQosQJCi8gcQAAVMysl2g-DPgRiVFxDinA=mo","Manda cupons de desconto, mas só nas horas que você não vai pedir comida. Tem opção de filtrar restaurantes por várias categorias, menos opção dos que estão abertos ou fechados. Incontáveis as vezes em que fui fazer pedido e só depois de ler todo o cardápio descobrir que o restaurante está fechado. Ninguém merece. Melhorem, pois o app em si é muito bom.","1","5","10.91.0","2025-10-28 13:51:28","","","10.91.0","most_relevant","br.com.brainweb.ifood","0"
"241e4aef-1394-4ab9-aa62-4a6f36ccb64f","Plenox Contabilidade","https://play-lh.googleusercontent.com/a-/ALV-UjVKRVMKCKGvMHUpll0iFjmMXkuCHE59ESiGB3z_EGkvVsbes3Q","ALERTA!!!! Cuidado com as promoções do aplicativo Ifood. Comprei uma promoção leve 3 e pague 1, porém olhando depois o mesmo item unitário custava R$11,99 e a promoção do mesmo item leve 3 pague 1 custava R$21,90. Ou seja, a propaganda não condiz com a realidade. Fiz reclamação no chat do Ifood e ninguém resolveu, disseram que aceitei pagar e estava tudo certo. Um absurdo. Fiz compras outras vezes iguais ou semelhantes a essa promoção, porém só percebi dessa vez. Fica o alerta!","1","49","10.92.0","2025-10-19 13:08:33","","","10.92.0","most_relevant","br.com.brainweb.ifood","0"
"f168b334-2a89-4c7a-934a-f067ccf4b119","Matheus Ferreira","https://play-lh.googleusercontent.com/a-/ALV-UjXcvTGfwSiqd9G17Zo-kvoJwSLp2s6xQC_SxWoBMBmh9NV1IRAfjQ","Toda vez que eu selecionava um sabor de pizza, o app puxava o sabor debaixo, repeti várias vezes o processo e ainda assim veio o sabor debaixo. É um absurdo o Ifood só dar a opção de resportar a loja, como se o app fosse perfeito e não houvesse a possibilidade de bugs. Quero uma COMPENSAÇÃO DO IFOOD, NÃO DA LOJA, que não teve culpa do problema.","1","3","10.93.0","2025-10-26 11:51:50","","","10.93.0","most_relevant","br.com.brainweb.ifood","0"
"395d598b-ce4a-4894-89c6-939a228ebc0a","Gabriel Martins","https://play-lh.googleusercontent.com/a-/ALV-UjVWX_31K_Gn6VeNsxisSENmF8IsV0ecLdMFDDHIQwhp3xF0_CXX","Sempre gostei do aplicativo, até assinava. Até perceber que a assinatura infla os valores para parecer que está tendo promoção (comparei com amigos que não assinam). Além disso, o suporte não foi capaz de ajudar quando me deram um golpe. Sem falar de promoções de ""a partir de R$0,90"", onde o produto é vendido a esse valor, mas com fretes de mais de 15 reais, sendo limitado a 1 item promocional 🙄","1","203","10.86.0","2025-09-12 21:21:14","","","10.86.0","most_relevant","br.com.brainweb.ifood","0"
"10d1ffef-cc57-45b1-b6ee-27f91c11478a","Maria Clara Veiga","https://play-lh.googleusercontent.com/a-/ALV-UjUL4IZF2dJ6Az5nWLWhJOXuClX5Pr6dWssLERLJZTR3J4KcBog9","Já gostei muito do iFood e já fui até assinante, hoje em dia só uso quando não tem outra escolha. Ele não oferece mais promoções interessantes em horários de pico, a assinatura caiu de qualidade, a interface está ruim, e até a taxa de serviço, que antes podia não ser paga se a compra atingisse um valor mínimo, agora é cobrada sempre. Um clássico caso de serviço que só piora e mesmo assim resolve encarecer.","1","342","10.75.0","2025-06-20 15:32:04","","","10.75.0","most_relevant","br.com.brainweb.ifood","0"
"4349cab4-d511-434f-a64e-5396275b427b","Pâmela Natieli da Silva","https://play-lh.googleusercontent.com/a-/ALV-UjWZksA1x-aBUon8-0jRBKB21IWPcFfE8aavGdjDpgCUMvv359-U","O Ifood é ótimo! Até você precisar de suporte!! Tive meu antigo número roubado, e não consigo mais acessar o app mesmo que fosse para bloquear o clube que continua a descontar da minha conta! Eu PRECISO FALAR COM O SUPORTE, para solicitar a alteração do número de telefone e continuar como cliente, se alguém souber de um chat, email ou número que posso entrar em contato SEM LOGAR NO APP, agradeço muito, pois quando tento dizer ""este não é o meu número"" o app simplesmente da erro,isso já tem meses","1","156","10.70.0","2025-05-18 22:21:20","","","10.70.0","most_relevant","br.com.brainweb.ifood","0"
"a38bfd78-e4d2-4eb1-8fcb-5d8b454135e7","Marina Weymar","https://play-lh.googleusercontent.com/a-/ALV-UjUQsTUKLBhqTMTmYnckTSvin_-jNpBEqNm4COvB48n9pnkIAytnKg","Após pedir para entrega na região da casa do meu namorado, o ifood ficou igual o dele, da erro para localizar promoções e quando aparecem proposições é uma miséria de coisas. O mesmo acontece com ele, erro para localizar promoções e quando aparecem, aparece muito poucas. Mesmo colocando em outra região da cidade, este ocorrido continua igual. Acredito que seja algum bug no app","1","158","10.80.0","2025-07-25 16:24:13","","","10.80.0","most_relevant","br.com.brainweb.ifood","0"
"3da1b496-4d93-4e37-9486-25d156dc5942","Mônica Gomes","https://play-lh.googleusercontent.com/a-/ALV-UjWvRfphapjs5YETiiYVItoTTQEezI-TT8lrYplUnuHFTi02wfFJ0g","Editado: o app não faz a mediação necessária com os estabelecimentos. Tem total descaso com o cliente e suas necessidades. A ideia é ir melhorando com as devolutivas, mas isso não acontece. Se fazemos pedido através de um App é para termos confiança, credibilidade e porque não queremos nos estressar. Estresse é o que define minhas últimas experiências.","1","505","10.35.0","2024-09-14 22:11:56","","","10.35.0","most_relevant","br.com.brainweb.ifood","0"
"e9ef0430-d6ed-4ab4-b664-ffc776160563","Vitor Miyazaki","https://play-lh.googleusercontent.com/a-/ALV-UjWaFsCh-f2lX752NZNB6ZqnOp5NqiQZ4N5sOjrPuF-ilzmxn6vi5w","Problemas constantes: pedidos cancelados, depois de um tempão esperando, achando que o pedido já estava chegando, liguei no telefone do restaurante e fui informado que estavam atendendo normalmente e que foi o próprio iFood que cancelou o pedido. E isso sempre ocorre quando há cupons disponíveis e que nunca consigo usar... também apresenta erros constantes na hora de cadastrar o cartão... e agora é preciso tomar muito cuidado com o clube, que vive oferecendo cupons que nos induz ao erro e pagar","1","33","10.91.0","2025-10-13 19:57:21","","","10.91.0","most_relevant","br.com.brainweb.ifood","0"
